REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,5/17/2022 13:15,6349.86,249,TRADE
NSW1,5/17/2022 13:20,6419.97,249,TRADE
NSW1,5/17/2022 13:25,6385.44,130,TRADE
NSW1,5/17/2022 13:30,6356.05,134.67,TRADE
NSW1,5/17/2022 13:35,6400.24,135.66,TRADE
NSW1,5/17/2022 13:40,6465.94,156.59,TRADE
NSW1,5/17/2022 13:45,6522.25,216.75,TRADE
NSW1,5/17/2022 13:50,6531.62,234.04,TRADE
NSW1,5/17/2022 13:55,6511.91,179.37,TRADE
NSW1,5/17/2022 14:00,6589.63,160.4,TRADE
NSW1,5/17/2022 14:05,6571.49,138.87,TRADE
NSW1,5/17/2022 14:10,6648.36,166.14,TRADE
NSW1,5/17/2022 14:15,6617.17,160.16,TRADE
NSW1,5/17/2022 14:20,6707.85,176.06,TRADE
NSW1,5/17/2022 14:25,6677.08,147.47,TRADE
NSW1,5/17/2022 14:30,6709.5,225.01,TRADE
NSW1,5/17/2022 14:35,6848.63,252.46,TRADE
NSW1,5/17/2022 14:40,6850.24,190.52,TRADE
NSW1,5/17/2022 14:45,6902.12,156.8,TRADE
NSW1,5/17/2022 14:50,6972.33,159.47,TRADE
NSW1,5/17/2022 14:55,7124.4,249,TRADE
NSW1,5/17/2022 15:00,7105.45,299.99,TRADE
NSW1,5/17/2022 15:05,7103.07,203.97,TRADE
NSW1,5/17/2022 15:10,7218.47,203.3,TRADE
NSW1,5/17/2022 15:15,7252.02,197.09,TRADE
NSW1,5/17/2022 15:20,7330.88,234.82,TRADE
NSW1,5/17/2022 15:25,7403.53,250,TRADE
NSW1,5/17/2022 15:30,7461.67,299.98,TRADE
NSW1,5/17/2022 15:35,7506.05,204.89,TRADE
NSW1,5/17/2022 15:40,7547.24,250,TRADE
NSW1,5/17/2022 15:45,7632.17,280.22,TRADE
NSW1,5/17/2022 15:50,7789.61,299.98,TRADE
NSW1,5/17/2022 15:55,7860.3,299.99,TRADE
NSW1,5/17/2022 16:00,8004.9,299.98,TRADE
NSW1,5/17/2022 16:05,7938.57,256.1,TRADE
NSW1,5/17/2022 16:10,8137.08,299.99,TRADE
NSW1,5/17/2022 16:15,8113.46,299.98,TRADE
NSW1,5/17/2022 16:20,8218.26,299.99,TRADE
NSW1,5/17/2022 16:25,8283.61,299.99,TRADE
NSW1,5/17/2022 16:30,8441.17,299.99,TRADE
NSW1,5/17/2022 16:35,8436.37,299.99,TRADE
NSW1,5/17/2022 16:40,8596.89,299.99,TRADE
NSW1,5/17/2022 16:45,8545.38,299.99,TRADE
NSW1,5/17/2022 16:50,8729.46,299.99,TRADE
NSW1,5/17/2022 16:55,8802.08,299.99,TRADE
NSW1,5/17/2022 17:00,8775.99,299.99,TRADE
NSW1,5/17/2022 17:05,8928.06,299.99,TRADE
NSW1,5/17/2022 17:10,8992.32,299.99,TRADE
NSW1,5/17/2022 17:15,9021.09,299.99,TRADE
NSW1,5/17/2022 17:20,9152.98,299.99,TRADE
NSW1,5/17/2022 17:25,9349.62,299.99,TRADE
NSW1,5/17/2022 17:30,9403.91,299.99,TRADE
NSW1,5/17/2022 17:35,9389.28,299.99,TRADE
NSW1,5/17/2022 17:40,9560.44,299.99,TRADE
NSW1,5/17/2022 17:45,9535.81,299.99,TRADE
NSW1,5/17/2022 17:50,9545.22,299.99,TRADE
NSW1,5/17/2022 17:55,9624.52,299.99,TRADE
NSW1,5/17/2022 18:00,9607.29,299.99,TRADE
NSW1,5/17/2022 18:05,9510.01,299.99,TRADE
NSW1,5/17/2022 18:10,9550.28,299.99,TRADE
NSW1,5/17/2022 18:15,9510.89,299.99,TRADE
NSW1,5/17/2022 18:20,9540.12,299.99,TRADE
NSW1,5/17/2022 18:25,9485.62,299.99,TRADE
NSW1,5/17/2022 18:30,9462.91,299.99,TRADE
NSW1,5/17/2022 18:35,9438.86,299.99,TRADE
NSW1,5/17/2022 18:40,9474.36,299.99,TRADE
NSW1,5/17/2022 18:45,9428.95,299.99,TRADE
NSW1,5/17/2022 18:50,9382.85,299.99,TRADE
NSW1,5/17/2022 18:55,9382.59,299.99,TRADE
NSW1,5/17/2022 19:00,9318.92,299.99,TRADE
NSW1,5/17/2022 19:05,9250.66,299.98,TRADE
NSW1,5/17/2022 19:10,9253.83,299.98,TRADE
NSW1,5/17/2022 19:15,9195.31,299.47,TRADE
NSW1,5/17/2022 19:20,9112.31,299.74,TRADE
NSW1,5/17/2022 19:25,9154.93,299.98,TRADE
NSW1,5/17/2022 19:30,9030.18,299.98,TRADE
NSW1,5/17/2022 19:35,9031.27,299.99,TRADE
NSW1,5/17/2022 19:40,9069.77,299.99,TRADE
NSW1,5/17/2022 19:45,8978.57,297.61,TRADE
NSW1,5/17/2022 19:50,9021.87,299.99,TRADE
NSW1,5/17/2022 19:55,8999.6,298.49,TRADE
NSW1,5/17/2022 20:00,8855.15,293.05,TRADE
NSW1,5/17/2022 20:05,8910.22,299.99,TRADE
NSW1,5/17/2022 20:10,8903.89,299.98,TRADE
NSW1,5/17/2022 20:15,8807.14,299.98,TRADE
NSW1,5/17/2022 20:20,8787.5,298.49,TRADE
NSW1,5/17/2022 20:25,8694.36,295.2,TRADE
NSW1,5/17/2022 20:30,8673.16,299.98,TRADE
NSW1,5/17/2022 20:35,8627.61,299.98,TRADE
NSW1,5/17/2022 20:40,8624.01,299.98,TRADE
NSW1,5/17/2022 20:45,8569.06,299.99,TRADE
NSW1,5/17/2022 20:50,8538.92,280.6,TRADE
NSW1,5/17/2022 20:55,8620.69,298.48,TRADE
NSW1,5/17/2022 21:00,8563.02,280.6,TRADE
NSW1,5/17/2022 21:05,8495.58,299.99,TRADE
NSW1,5/17/2022 21:10,8471.08,299.98,TRADE
NSW1,5/17/2022 21:15,8461.94,295.2,TRADE
NSW1,5/17/2022 21:20,8457.31,280.6,TRADE
NSW1,5/17/2022 21:25,8363.28,280.6,TRADE
NSW1,5/17/2022 21:30,8341.83,280.6,TRADE
NSW1,5/17/2022 21:35,8306.13,299.99,TRADE
NSW1,5/17/2022 21:40,8270.87,240.96,TRADE
NSW1,5/17/2022 21:45,8217.32,270.95,TRADE
NSW1,5/17/2022 21:50,8165.83,196.69,TRADE
NSW1,5/17/2022 21:55,8177.14,198.41,TRADE
NSW1,5/17/2022 22:00,8128.15,166.38,TRADE
NSW1,5/17/2022 22:05,8170.53,299.98,TRADE
NSW1,5/17/2022 22:10,8190.47,280.82,TRADE
NSW1,5/17/2022 22:15,8208.69,250,TRADE
NSW1,5/17/2022 22:20,8141.52,240.96,TRADE
NSW1,5/17/2022 22:25,8013.78,240.96,TRADE
NSW1,5/17/2022 22:30,7960.44,249,TRADE
NSW1,5/17/2022 22:35,7956.98,249,TRADE
NSW1,5/17/2022 22:40,8007.7,249,TRADE
NSW1,5/17/2022 22:45,7899.65,249,TRADE
NSW1,5/17/2022 22:50,7875.07,240.96,TRADE
NSW1,5/17/2022 22:55,7918.84,250,TRADE
NSW1,5/17/2022 23:00,7882.71,250,TRADE
NSW1,5/17/2022 23:05,7882.94,287.87,TRADE
NSW1,5/17/2022 23:10,7821.26,275.96,TRADE
NSW1,5/17/2022 23:15,7814.67,275.96,TRADE
NSW1,5/17/2022 23:20,7738.81,267.41,TRADE
NSW1,5/17/2022 23:25,7779,249,TRADE
NSW1,5/17/2022 23:30,7717.73,267.98,TRADE
NSW1,5/17/2022 23:35,7772.28,280.6,TRADE
NSW1,5/17/2022 23:40,7780.77,281.65,TRADE
NSW1,5/17/2022 23:45,7854.83,297.83,TRADE
NSW1,5/17/2022 23:50,7741.26,283.73,TRADE
NSW1,5/17/2022 23:55,7720.14,285.6,TRADE
NSW1,5/18/2022 0:00,7660,250,TRADE
NSW1,5/18/2022 0:05,7631.17,280.6,TRADE
NSW1,5/18/2022 0:10,7621.46,280.61,TRADE
NSW1,5/18/2022 0:15,7586.28,279.1,TRADE
NSW1,5/18/2022 0:20,7641.23,280.6,TRADE
NSW1,5/18/2022 0:25,7554.99,280.6,TRADE
NSW1,5/18/2022 0:30,7493.51,250,TRADE
NSW1,5/18/2022 0:35,7482.14,275.96,TRADE
NSW1,5/18/2022 0:40,7520.99,280.6,TRADE
NSW1,5/18/2022 0:45,7501.34,275.96,TRADE
NSW1,5/18/2022 0:50,7376.22,249,TRADE
NSW1,5/18/2022 0:55,7363.44,249,TRADE
NSW1,5/18/2022 1:00,7359.72,249,TRADE
NSW1,5/18/2022 1:05,7388.51,250,TRADE
NSW1,5/18/2022 1:10,7348.33,250,TRADE
NSW1,5/18/2022 1:15,7275.96,249,TRADE
NSW1,5/18/2022 1:20,7264.35,249,TRADE
NSW1,5/18/2022 1:25,7223.38,249,TRADE
NSW1,5/18/2022 1:30,7086.73,141.09,TRADE
NSW1,5/18/2022 1:35,7096.74,249,TRADE
NSW1,5/18/2022 1:40,7160.09,249,TRADE
NSW1,5/18/2022 1:45,7042.16,109.68,TRADE
NSW1,5/18/2022 1:50,6955.66,135.57,TRADE
NSW1,5/18/2022 1:55,6932.93,72.3,TRADE
NSW1,5/18/2022 2:00,6915.31,73.57,TRADE
NSW1,5/18/2022 2:05,6944.51,150.47,TRADE
NSW1,5/18/2022 2:10,6832.47,187.63,TRADE
NSW1,5/18/2022 2:15,6814.95,116.73,TRADE
NSW1,5/18/2022 2:20,6762.34,92.46,TRADE
NSW1,5/18/2022 2:25,6727.31,118.99,TRADE
NSW1,5/18/2022 2:30,6712.15,119.88,TRADE
NSW1,5/18/2022 2:35,6589.51,93.11,TRADE
NSW1,5/18/2022 2:40,6597.4,92.51,TRADE
NSW1,5/18/2022 2:45,6578.64,123.17,TRADE
NSW1,5/18/2022 2:50,6587.55,130,TRADE
NSW1,5/18/2022 2:55,6552.2,249,TRADE
NSW1,5/18/2022 3:00,6538.35,130,TRADE
NSW1,5/18/2022 3:05,6560.56,256.4,TRADE
NSW1,5/18/2022 3:10,6542.72,275.96,TRADE
NSW1,5/18/2022 3:15,6468.05,249,TRADE
NSW1,5/18/2022 3:20,6482.93,249,TRADE
NSW1,5/18/2022 3:25,6473.11,249,TRADE
NSW1,5/18/2022 3:30,6400.6,199.26,TRADE
NSW1,5/18/2022 3:35,6366.23,118.29,TRADE
NSW1,5/18/2022 3:40,6404.72,91.32,TRADE
NSW1,5/18/2022 3:45,6343.4,69.72,TRADE
NSW1,5/18/2022 3:50,6351.16,91.96,TRADE
NSW1,5/18/2022 3:55,6364.93,130,TRADE
NSW1,5/18/2022 4:00,6337.61,119.1,TRADE
NSW1,5/18/2022 4:05,6415.6,119.09,TRADE
NSW1,5/18/2022 4:10,6371.14,130,TRADE
NSW1,5/18/2022 4:15,6340.9,126.02,TRADE
NSW1,5/18/2022 4:20,6416.06,148.03,TRADE
NSW1,5/18/2022 4:25,6375.24,93.03,TRADE
NSW1,5/18/2022 4:30,6378.33,130,TRADE
NSW1,5/18/2022 4:35,6421.58,115.98,TRADE
NSW1,5/18/2022 4:40,6403.02,130,TRADE
NSW1,5/18/2022 4:45,6514.81,151.72,TRADE
NSW1,5/18/2022 4:50,6497.55,119.7,TRADE
NSW1,5/18/2022 4:55,6552.93,134.61,TRADE
NSW1,5/18/2022 5:00,6635.92,185.9,TRADE
NSW1,5/18/2022 5:05,6742.99,200.96,TRADE
NSW1,5/18/2022 5:10,6783.96,200.96,TRADE
NSW1,5/18/2022 5:15,6823.18,193.76,TRADE
NSW1,5/18/2022 5:20,6862.19,191.13,TRADE
NSW1,5/18/2022 5:25,6866.99,189.77,TRADE
NSW1,5/18/2022 5:30,6938.78,221.19,TRADE
NSW1,5/18/2022 5:35,7015.12,118.65,TRADE
NSW1,5/18/2022 5:40,7037.92,119.1,TRADE
NSW1,5/18/2022 5:45,7068.13,118.64,TRADE
NSW1,5/18/2022 5:50,7148.36,156.24,TRADE
NSW1,5/18/2022 5:55,7195.37,190.9,TRADE
NSW1,5/18/2022 6:00,7258.91,172.62,TRADE
NSW1,5/18/2022 6:05,7482.58,137.1,TRADE
NSW1,5/18/2022 6:10,7703.04,251.12,TRADE
NSW1,5/18/2022 6:15,7748.87,268.17,TRADE
NSW1,5/18/2022 6:20,7874.61,175.43,TRADE
NSW1,5/18/2022 6:25,7999.39,176.43,TRADE
NSW1,5/18/2022 6:30,8085.1,265.89,TRADE
NSW1,5/18/2022 6:35,8195.32,200.96,TRADE
NSW1,5/18/2022 6:40,8290.36,200.96,TRADE
NSW1,5/18/2022 6:45,8383.05,250,TRADE
NSW1,5/18/2022 6:50,8449.07,207.93,TRADE
NSW1,5/18/2022 6:55,8535.09,299.98,TRADE
NSW1,5/18/2022 7:00,8555.13,280.6,TRADE
NSW1,5/18/2022 7:05,8574.61,249,TRADE
NSW1,5/18/2022 7:10,8676.76,300.01,TRADE
NSW1,5/18/2022 7:15,8738.22,250,TRADE
NSW1,5/18/2022 7:20,8820.07,250,TRADE
NSW1,5/18/2022 7:25,8827.25,250,TRADE
NSW1,5/18/2022 7:30,8754.6,189.56,TRADE
NSW1,5/18/2022 7:35,8774.69,300.01,TRADE
NSW1,5/18/2022 7:40,8791.76,250,TRADE
NSW1,5/18/2022 7:45,8844.78,275.96,TRADE
NSW1,5/18/2022 7:50,8748.53,249,TRADE
NSW1,5/18/2022 7:55,8748.1,249,TRADE
NSW1,5/18/2022 8:00,8649.8,175.74,TRADE
NSW1,5/18/2022 8:05,8549.85,175.62,TRADE
NSW1,5/18/2022 8:10,8522.61,106.89,TRADE
NSW1,5/18/2022 8:15,8428.31,119.34,TRADE
NSW1,5/18/2022 8:20,8387.15,146.39,TRADE
NSW1,5/18/2022 8:25,8384.28,129.98,TRADE
NSW1,5/18/2022 8:30,8283.78,107.98,TRADE
NSW1,5/18/2022 8:35,8165.66,144.78,TRADE
NSW1,5/18/2022 8:40,8135.97,147.49,TRADE
NSW1,5/18/2022 8:45,8086.22,283.63,TRADE
NSW1,5/18/2022 8:50,7919.18,101.41,TRADE
NSW1,5/18/2022 8:55,7883.86,101.41,TRADE
NSW1,5/18/2022 9:00,7821.8,125,TRADE
NSW1,5/18/2022 9:05,7799.34,159.47,TRADE
NSW1,5/18/2022 9:10,7700.31,208.96,TRADE
NSW1,5/18/2022 9:15,7621.56,160.48,TRADE
NSW1,5/18/2022 9:20,7577.79,87.05,TRADE
NSW1,5/18/2022 9:25,7532.61,101.41,TRADE
NSW1,5/18/2022 9:30,7413.57,54.75,TRADE
NSW1,5/18/2022 9:35,7453.6,79.62,TRADE
NSW1,5/18/2022 9:40,7303.48,62.2,TRADE
NSW1,5/18/2022 9:45,7185.54,12.41,TRADE
NSW1,5/18/2022 9:50,7201.77,12.71,TRADE
NSW1,5/18/2022 9:55,7180.78,53.79,TRADE
NSW1,5/18/2022 10:00,7080.77,27.86,TRADE
NSW1,5/18/2022 10:05,7175.22,59.77,TRADE
NSW1,5/18/2022 10:10,7098.88,101.41,TRADE
NSW1,5/18/2022 10:15,6996.33,75.11,TRADE
NSW1,5/18/2022 10:20,6930.53,101.41,TRADE
NSW1,5/18/2022 10:25,6892.52,101.41,TRADE
NSW1,5/18/2022 10:30,6913.83,101.41,TRADE
NSW1,5/18/2022 10:35,6854.74,151.89,TRADE
NSW1,5/18/2022 10:40,6755.95,249,TRADE
NSW1,5/18/2022 10:45,6754.86,227.19,TRADE
NSW1,5/18/2022 10:50,6685.04,138.35,TRADE
NSW1,5/18/2022 10:55,6663.05,141.98,TRADE
NSW1,5/18/2022 11:00,6665.05,249,TRADE
NSW1,5/18/2022 11:05,6664.99,150.02,TRADE
NSW1,5/18/2022 11:10,6586.56,150.02,TRADE
NSW1,5/18/2022 11:15,6617.31,129.87,TRADE
NSW1,5/18/2022 11:20,6535.47,150.02,TRADE
NSW1,5/18/2022 11:25,6520.42,129.32,TRADE
NSW1,5/18/2022 11:30,6448.99,61.97,TRADE
NSW1,5/18/2022 11:35,6432.74,150.02,TRADE
NSW1,5/18/2022 11:40,6461.4,137.28,TRADE
NSW1,5/18/2022 11:45,6452.85,135.22,TRADE
NSW1,5/18/2022 11:50,6439.38,133.03,TRADE
NSW1,5/18/2022 11:55,6419.26,59.59,TRADE
NSW1,5/18/2022 12:00,6361.89,25.34,TRADE
NSW1,5/18/2022 12:05,6393.81,92.59,TRADE
NSW1,5/18/2022 12:10,6355.25,18.32,TRADE
NSW1,5/18/2022 12:15,6329.81,-38.82,TRADE
NSW1,5/18/2022 12:20,6322.73,0,TRADE
NSW1,5/18/2022 12:25,6259.61,20.95,TRADE
NSW1,5/18/2022 12:30,6272.28,35.59,TRADE
NSW1,5/18/2022 12:35,6348.96,85.1,TRADE
NSW1,5/18/2022 12:40,6298.5,33.5,TRADE
NSW1,5/18/2022 12:45,6327.92,54.63,TRADE
NSW1,5/18/2022 12:50,6363.74,55.37,TRADE
NSW1,5/18/2022 12:55,6318.28,54.61,TRADE
NSW1,5/18/2022 13:00,6277.69,0,TRADE
NSW1,5/18/2022 13:05,6317.07,51.28,TRADE
NSW1,5/18/2022 13:10,6280.79,30.1,TRADE
NSW1,5/18/2022 13:15,6348.52,33.28,TRADE
NSW1,5/18/2022 13:20,6445.71,74,TRADE
NSW1,5/18/2022 13:25,6446.62,101.41,TRADE
NSW1,5/18/2022 13:30,6425.28,75,TRADE
NSW1,5/18/2022 13:35,6463.98,92.21,TRADE
NSW1,5/18/2022 13:40,6503.32,97.04,TRADE
NSW1,5/18/2022 13:45,6476.9,73.03,TRADE
NSW1,5/18/2022 13:50,6451.76,68.57,TRADE
NSW1,5/18/2022 13:55,6580.55,101.41,TRADE
NSW1,5/18/2022 14:00,6672.7,150.04,TRADE
NSW1,5/18/2022 14:05,6717.32,73.03,TRADE
NSW1,5/18/2022 14:10,6733.83,129.98,TRADE
NSW1,5/18/2022 14:15,6750.54,183.69,TRADE
NSW1,5/18/2022 14:20,6737.26,115.94,TRADE
NSW1,5/18/2022 14:25,6808.38,96.85,TRADE
NSW1,5/18/2022 14:30,6876.75,190.9,TRADE
NSW1,5/18/2022 14:35,6977.67,213.95,TRADE
NSW1,5/18/2022 14:40,7016.26,186.45,TRADE
NSW1,5/18/2022 14:45,7084.91,194.17,TRADE
NSW1,5/18/2022 14:50,7143.98,192.91,TRADE
NSW1,5/18/2022 14:55,7130.66,190.9,TRADE
NSW1,5/18/2022 15:00,7134.18,146.28,TRADE
NSW1,5/18/2022 15:05,7240.54,150.02,TRADE
NSW1,5/18/2022 15:10,7254.04,169.24,TRADE
NSW1,5/18/2022 15:15,7291.86,240.64,TRADE
NSW1,5/18/2022 15:20,7366.57,150.02,TRADE
NSW1,5/18/2022 15:25,7514.43,209.78,TRADE
NSW1,5/18/2022 15:30,7501.68,190.9,TRADE
NSW1,5/18/2022 15:35,7637.19,176.73,TRADE
NSW1,5/18/2022 15:40,7720.68,189.81,TRADE
NSW1,5/18/2022 15:45,7904.18,300.01,TRADE
NSW1,5/18/2022 15:50,7944.53,300.01,TRADE
NSW1,5/18/2022 15:55,7987.74,300.01,TRADE
NSW1,5/18/2022 16:00,8088.11,214.04,TRADE
NSW1,5/18/2022 16:05,8152.61,137.1,TRADE
NSW1,5/18/2022 16:10,8198.66,166.48,TRADE
NSW1,5/18/2022 16:15,8163.31,250,TRADE
NSW1,5/18/2022 16:20,8221.09,300.01,TRADE
NSW1,5/18/2022 16:25,8415.68,300.01,TRADE
NSW1,5/18/2022 16:30,8508.9,300.01,TRADE
NSW1,5/18/2022 16:35,8596.45,272.16,TRADE
NSW1,5/18/2022 16:40,8613.81,299.98,TRADE
NSW1,5/18/2022 16:45,8740.97,300.01,TRADE
NSW1,5/18/2022 16:50,8813.72,300.01,TRADE
NSW1,5/18/2022 16:55,8871.73,300.01,TRADE
NSW1,5/18/2022 17:00,8945.7,300.01,TRADE
NSW1,5/18/2022 17:05,8999.68,300.01,TRADE
NSW1,5/18/2022 17:10,9070.85,300.01,TRADE
NSW1,5/18/2022 17:15,9223.65,300.01,TRADE
NSW1,5/18/2022 17:20,9405.7,300.01,TRADE
NSW1,5/18/2022 17:25,9526.57,300.01,TRADE
NSW1,5/18/2022 17:30,9711.29,300.01,TRADE
NSW1,5/18/2022 17:35,9726.75,300.01,TRADE
NSW1,5/18/2022 17:40,9825.55,300.01,TRADE
NSW1,5/18/2022 17:45,9889.68,300.01,TRADE
NSW1,5/18/2022 17:50,9872.31,300.01,TRADE
NSW1,5/18/2022 17:55,9906.54,300.01,TRADE
NSW1,5/18/2022 18:00,9916.8,300.01,TRADE
NSW1,5/18/2022 18:05,9863.54,300.01,TRADE
NSW1,5/18/2022 18:10,9892.02,300.01,TRADE
NSW1,5/18/2022 18:15,9824.18,300.01,TRADE
NSW1,5/18/2022 18:20,9874.4,300.01,TRADE
NSW1,5/18/2022 18:25,9851.36,300.01,TRADE
NSW1,5/18/2022 18:30,9827.66,300.01,TRADE
NSW1,5/18/2022 18:35,9819.63,300.01,TRADE
NSW1,5/18/2022 18:40,9837.73,300.01,TRADE
NSW1,5/18/2022 18:45,9776.26,300.01,TRADE
NSW1,5/18/2022 18:50,9801.06,300.01,TRADE
NSW1,5/18/2022 18:55,9749.56,300.01,TRADE
NSW1,5/18/2022 19:00,9752.46,300.01,TRADE
NSW1,5/18/2022 19:05,9717.74,300.01,TRADE
NSW1,5/18/2022 19:10,9635.73,300.01,TRADE
NSW1,5/18/2022 19:15,9617.14,300.01,TRADE
NSW1,5/18/2022 19:20,9579.54,300.01,TRADE
NSW1,5/18/2022 19:25,9532.72,300.01,TRADE
NSW1,5/18/2022 19:30,9465.21,300.01,TRADE
NSW1,5/18/2022 19:35,9411.94,300.01,TRADE
NSW1,5/18/2022 19:40,9406.28,300.01,TRADE
NSW1,5/18/2022 19:45,9467.8,300.01,TRADE
NSW1,5/18/2022 19:50,9468.44,300.01,TRADE
NSW1,5/18/2022 19:55,9433,300.01,TRADE
NSW1,5/18/2022 20:00,9349.05,300.01,TRADE
NSW1,5/18/2022 20:05,9244.83,300.01,TRADE
NSW1,5/18/2022 20:10,9216.58,300.01,TRADE
NSW1,5/18/2022 20:15,9190.1,300.01,TRADE
NSW1,5/18/2022 20:20,9128.94,300.01,TRADE
NSW1,5/18/2022 20:25,9106.8,300.01,TRADE
NSW1,5/18/2022 20:30,9111.52,300.01,TRADE
NSW1,5/18/2022 20:35,9065.79,300.01,TRADE
NSW1,5/18/2022 20:40,9033.2,300.01,TRADE
NSW1,5/18/2022 20:45,9026.48,300.01,TRADE
NSW1,5/18/2022 20:50,8925.18,300.01,TRADE
NSW1,5/18/2022 20:55,8929.35,300.01,TRADE
NSW1,5/18/2022 21:00,8854.23,300.01,TRADE
NSW1,5/18/2022 21:05,8828.16,300.01,TRADE
NSW1,5/18/2022 21:10,8832.49,300.01,TRADE
NSW1,5/18/2022 21:15,8788.2,300.01,TRADE
NSW1,5/18/2022 21:20,8739.73,300.01,TRADE
NSW1,5/18/2022 21:25,8652.98,300.01,TRADE
NSW1,5/18/2022 21:30,8595.3,300.01,TRADE
NSW1,5/18/2022 21:35,8613.88,300.01,TRADE
NSW1,5/18/2022 21:40,8552.6,300.01,TRADE
NSW1,5/18/2022 21:45,8600.68,300.01,TRADE
NSW1,5/18/2022 21:50,8509.33,300.01,TRADE
NSW1,5/18/2022 21:55,8430.49,300,TRADE
NSW1,5/18/2022 22:00,8428.95,277.5,TRADE
NSW1,5/18/2022 22:05,8411.01,300.01,TRADE
NSW1,5/18/2022 22:10,8500.38,300.01,TRADE
NSW1,5/18/2022 22:15,8445.1,300.01,TRADE
NSW1,5/18/2022 22:20,8334.7,290.55,TRADE
NSW1,5/18/2022 22:25,8281.76,300.01,TRADE
NSW1,5/18/2022 22:30,8207.9,300.01,TRADE
NSW1,5/18/2022 22:35,8237.34,300.01,TRADE
NSW1,5/18/2022 22:40,8148.1,300.01,TRADE
NSW1,5/18/2022 22:45,8123.33,299.45,TRADE
NSW1,5/18/2022 22:50,8114.1,297.3,TRADE
NSW1,5/18/2022 22:55,8058.52,284.04,TRADE
NSW1,5/18/2022 23:00,7991.28,284.4,TRADE
NSW1,5/18/2022 23:05,8041.36,300,TRADE
NSW1,5/18/2022 23:10,7958.79,295.13,TRADE
NSW1,5/18/2022 23:15,8007.59,300,TRADE
NSW1,5/18/2022 23:20,7978.65,300,TRADE
NSW1,5/18/2022 23:25,8002.52,300.5,TRADE
NSW1,5/18/2022 23:30,7972.25,302.58,TRADE
NSW1,5/18/2022 23:35,7928.79,300,TRADE
NSW1,5/18/2022 23:40,7922.01,296.15,TRADE
NSW1,5/18/2022 23:45,7936.78,298.96,TRADE
NSW1,5/18/2022 23:50,7840.85,291.6,TRADE
NSW1,5/18/2022 23:55,7917.32,292.07,TRADE
NSW1,5/19/2022 0:00,7837.13,280.6,TRADE
NSW1,5/19/2022 0:05,7857,288.06,TRADE
NSW1,5/19/2022 0:10,7771.82,203.83,TRADE
NSW1,5/19/2022 0:15,7774.39,238.1,TRADE
NSW1,5/19/2022 0:20,7752.53,249,TRADE
NSW1,5/19/2022 0:25,7757.16,213.45,TRADE
NSW1,5/19/2022 0:30,7699.6,249,TRADE
NSW1,5/19/2022 0:35,7742.56,249,TRADE
NSW1,5/19/2022 0:40,7663.46,208.33,TRADE
NSW1,5/19/2022 0:45,7704.18,249,TRADE
NSW1,5/19/2022 0:50,7619.94,209.8,TRADE
NSW1,5/19/2022 0:55,7609.73,249,TRADE
NSW1,5/19/2022 1:00,7541.09,295.02,TRADE
NSW1,5/19/2022 1:05,7590.98,249,TRADE
NSW1,5/19/2022 1:10,7559.41,326.11,TRADE
NSW1,5/19/2022 1:15,7480.8,269.94,TRADE
NSW1,5/19/2022 1:20,7487.81,275.53,TRADE
NSW1,5/19/2022 1:25,7420.93,249,TRADE
NSW1,5/19/2022 1:30,7476.78,200.96,TRADE
NSW1,5/19/2022 1:35,7471.13,280.6,TRADE
NSW1,5/19/2022 1:40,7409.94,280.6,TRADE
NSW1,5/19/2022 1:45,7402.34,249,TRADE
NSW1,5/19/2022 1:50,7347.43,281.11,TRADE
NSW1,5/19/2022 1:55,7339.42,240.96,TRADE
NSW1,5/19/2022 2:00,7234.52,166.8,TRADE
NSW1,5/19/2022 2:05,7188.59,275.96,TRADE
NSW1,5/19/2022 2:10,7150.88,259.36,TRADE
NSW1,5/19/2022 2:15,7092.17,200.96,TRADE
NSW1,5/19/2022 2:20,7042.25,200.96,TRADE
NSW1,5/19/2022 2:25,6973.19,200.96,TRADE
NSW1,5/19/2022 2:30,7010.04,165.65,TRADE
NSW1,5/19/2022 2:35,6966.77,200.96,TRADE
NSW1,5/19/2022 2:40,6918.08,168.88,TRADE
NSW1,5/19/2022 2:45,6912.79,328.2,TRADE
NSW1,5/19/2022 2:50,6900.06,167.17,TRADE
NSW1,5/19/2022 2:55,6786.37,143.52,TRADE
NSW1,5/19/2022 3:00,6776.4,144.62,TRADE
NSW1,5/19/2022 3:05,6755.12,200.96,TRADE
NSW1,5/19/2022 3:10,6809.45,327.67,TRADE
NSW1,5/19/2022 3:15,6768.82,249,TRADE
NSW1,5/19/2022 3:20,6706.16,200.96,TRADE
NSW1,5/19/2022 3:25,6778.22,249,TRADE
NSW1,5/19/2022 3:30,6759.87,238.1,TRADE
NSW1,5/19/2022 3:35,6796,261.78,TRADE
NSW1,5/19/2022 3:40,6764.12,249,TRADE
NSW1,5/19/2022 3:45,6690.72,146.3,TRADE
NSW1,5/19/2022 3:50,6737.55,335.03,TRADE
NSW1,5/19/2022 3:55,6720.71,249,TRADE
NSW1,5/19/2022 4:00,6729.57,249,TRADE
NSW1,5/19/2022 4:05,6677.09,249,TRADE
NSW1,5/19/2022 4:10,6714.41,249,TRADE
NSW1,5/19/2022 4:15,6772.3,273.8,TRADE
NSW1,5/19/2022 4:20,6784.58,280.6,TRADE
